Partner_Name,Model_Name,Model_ID,Tier,Frequency,Period,Year,KPI,Value,Threshold,Anomaly_Flag,Uploaded_On,Model_Info,Report_Summary
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2023,PDO,0.661,0.7,True,2023-07-12,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.661 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2021,KS,0.475,0.5,True,2021-12-07,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.475 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2023,PDO,0.724,0.7,False,2023-02-16,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.724 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2022,KS,0.537,0.5,False,2022-05-11,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.537 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2023,AUC,0.688,0.7,True,2023-01-02,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.688 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2021,KS,0.531,0.5,False,2021-01-08,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.531 vs threshold 0.5
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2023,KS,0.518,0.5,False,2023-10-24,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.518 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2022,Gini,0.58,0.6,True,2022-01-22,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services Gini of 0.580 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2021,PDO,0.737,0.7,False,2021-11-23,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PDO of 0.737 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2021,PSI,0.206,0.25,False,2021-09-01,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.206 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2023,PDO,0.685,0.7,True,2023-11-29,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.685 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2023,KS,0.511,0.5,False,2023-04-11,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.511 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2022,KS,0.509,0.5,False,2022-02-06,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.509 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2023,PDO,0.652,0.7,True,2023-02-17,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.652 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2021,AUC,0.65,0.7,True,2021-10-10,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.650 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2023,PDO,0.68,0.7,True,2023-01-04,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.680 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2023,KS,0.499,0.5,True,2023-05-16,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.499 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,AUC,0.748,0.7,False,2022-06-24,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.748 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2022,PSI,0.24,0.25,False,2022-01-26,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PSI of 0.240 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,KS,0.492,0.5,True,2022-05-06,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.492 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,KS,0.537,0.5,False,2022-05-07,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.537 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,AUC,0.741,0.7,False,2021-11-21,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.741 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2023,PSI,0.285,0.25,True,2023-10-01,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.285 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,KS,0.528,0.5,False,2021-03-05,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.528 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,AUC,0.699,0.7,True,2021-01-02,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.699 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,PDO,0.725,0.7,False,2022-04-26,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PDO of 0.725 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2023,PDO,0.713,0.7,False,2023-04-06,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PDO of 0.713 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2023,AUC,0.654,0.7,True,2023-03-18,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.654 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2022,PDO,0.712,0.7,False,2022-01-31,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PDO of 0.712 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,PSI,0.271,0.25,True,2022-05-18,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.271 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2023,PDO,0.685,0.7,True,2023-04-29,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.685 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2021,Gini,0.576,0.6,True,2021-04-23,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.576 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2022,KS,0.503,0.5,False,2022-06-28,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.503 vs threshold 0.5
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q1,2023,KS,0.482,0.5,True,2023-02-09,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.482 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,AUC,0.654,0.7,True,2022-08-18,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.654 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2022,AUC,0.703,0.7,False,2022-09-25,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.703 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2023,CSI,0.877,0.88,False,2023-06-17,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.877 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2021,AUC,0.709,0.7,False,2021-12-31,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.709 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2023,KS,0.465,0.5,True,2023-10-13,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.465 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2021,KS,0.526,0.5,False,2021-11-09,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.526 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2023,CSI,0.883,0.88,True,2023-03-11,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.883 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2021,KS,0.514,0.5,False,2021-09-23,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.514 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2023,KS,0.497,0.5,True,2023-12-06,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.497 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2023,KS,0.524,0.5,False,2023-02-09,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.524 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,CSI,0.871,0.88,False,2022-08-21,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.871 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2023,CSI,0.841,0.88,False,2023-01-04,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.841 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2021,AUC,0.674,0.7,True,2021-12-20,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.674 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2023,CSI,0.863,0.88,False,2023-08-20,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.863 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2022,Gini,0.57,0.6,True,2022-08-19,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services Gini of 0.570 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2023,Gini,0.62,0.6,False,2023-01-28,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.620 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2023,KS,0.467,0.5,True,2023-09-25,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services KS of 0.467 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2021,KS,0.539,0.5,False,2021-08-05,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.539 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2023,PDO,0.742,0.7,False,2023-03-31,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.742 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2023,PSI,0.22,0.25,False,2023-11-18,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.220 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2022,CSI,0.883,0.88,True,2022-01-07,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.883 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,Gini,0.587,0.6,True,2022-06-03,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.587 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2022,PSI,0.213,0.25,False,2022-05-08,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.213 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2022,Gini,0.613,0.6,False,2022-08-31,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.613 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2023,PDO,0.74,0.7,False,2023-07-27,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PDO of 0.740 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,PSI,0.205,0.25,False,2022-04-08,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.205 vs threshold 0.25
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2022,Gini,0.611,0.6,False,2022-12-24,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.611 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,CSI,0.858,0.88,False,2022-05-03,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.858 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2021,CSI,0.901,0.88,True,2021-03-16,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.901 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2023,PSI,0.291,0.25,True,2023-04-23,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.291 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,Gini,0.626,0.6,False,2021-03-31,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.626 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,Gini,0.58,0.6,True,2022-07-28,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.580 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,KS,0.493,0.5,True,2022-04-24,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.493 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,PSI,0.255,0.25,True,2022-09-27,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.255 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2023,PDO,0.655,0.7,True,2023-12-22,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.655 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2022,AUC,0.734,0.7,False,2022-12-12,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.734 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2022,AUC,0.689,0.7,True,2022-10-22,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.689 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,CSI,0.897,0.88,True,2021-03-10,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.897 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2023,CSI,0.897,0.88,True,2023-03-20,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.897 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2023,AUC,0.691,0.7,True,2023-10-30,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.691 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2021,PDO,0.747,0.7,False,2021-12-27,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.747 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2023,PDO,0.678,0.7,True,2023-09-24,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.678 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2023,KS,0.519,0.5,False,2023-12-23,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.519 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,PDO,0.719,0.7,False,2021-12-13,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.719 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2021,PSI,0.212,0.25,False,2021-08-28,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PSI of 0.212 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2023,CSI,0.84,0.88,False,2023-02-24,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.840 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,Gini,0.573,0.6,True,2021-11-16,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services Gini of 0.573 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2023,KS,0.54,0.5,False,2023-07-20,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.540 vs threshold 0.5
